Date,Driver,Age,Team,Circuit,PitStopTime,ReactionTime,FinalPosition,DNF,Points,MaxSpeed,Overtakes,Experience,DriverSkill,CarPerformance,TrackFamiliarity,EngineMode,QualifyingPosition,TyreWear,FuelConsumption,DownforceLevel,FinalRaceTime,TrackTemperature,WeatherCondition_Mixed,WeatherCondition_Wet,TyreCompound_Medium,TyreCompound_Soft,TrackGrip_Low,TrackGrip_Medium
2016-06-22,Alonso,20,Alpine,Monaco,3.759,0.4970490020446042,20.0,1,0,342.3,9.4245855862877,1,54.245855862877,81.82968388653545,4.012997826316438,8.127787637556368,10.0,40.73626914094071,1.901334109832478,911.5188184651192,268.4583794830137,39.30611923241644,0,1,1,0,0,1
2010-12-06,Leclerc,36,Mercedes,Spa,3.187,0.4701931250145846,4.0,0,12,310.9,10.51442964346564,12,75.1442964346564,88.77004255701992,3.6089143123697474,7.452159853197411,8.0,29.01159938477501,1.6263019591252577,1008.201634739148,261.7874305984456,24.96789203835431,0,0,0,0,0,1
2011-01-08,Norris,23,Haas,Abu Dhabi,2.319,0.4520083238137833,5.0,0,10,319.9,7.951847733556117,7,69.51847733556117,85.69467397282578,5.474401721857834,3.062723933763476,8.0,24.33345863160254,1.5682296837207677,964.8617387492246,267.7023564242538,20.13805292809006,1,0,0,0,0,1
2018-04-03,Norris,27,Mercedes,Montreal,3.277,0.4709313529045851,4.0,0,12,331.2,9.563331552953889,11,70.63331552953888,93.05086018404556,4.731133124185227,3.396024676567924,9.0,55.83784413696489,1.628572618985725,942.2078522223978,263.4671022988321,40.38653571137085,0,0,1,0,0,1
2020-01-01,Norris,24,Mercedes,Spa,3.476,0.4901476223211871,20.0,1,0,320.8,7.037823082774447,10,65.37823082774447,96.95254658664254,8.660806646763389,3.40535528846173,9.0,75.5408016827067,1.5658524362821336,987.1067832067914,273.3718062005207,37.671433596190425,0,1,0,1,0,0
2016-07-06,Verstappen,33,Ferrari,Abu Dhabi,2.476,0.4403420077226794,5.0,0,10,332.1,11.56599220684222,15,80.65992206842222,80.29079185480761,6.890281362690559,7.343656728613824,11.0,88.23484584431623,1.8088016733818204,948.2483036673073,253.7024916510989,38.22517920102469,1,0,0,1,0,0
2018-11-01,Perez,29,Haas,Spa,3.821,0.4653331916789957,7.0,0,6,324.7,7.630782756205347,1,56.30782756205348,95.97041088550657,4.3508034770406585,7.40170976881557,10.0,43.98901389844016,1.6889046452647527,927.0096669342022,267.17595833440663,39.28175866714864,1,0,1,0,1,0
2015-09-01,Verstappen,28,Alfa Romeo,Montreal,2.807,0.4545803111231041,20.0,1,0,321.5,7.657336890300985,9,61.57336890300985,89.89219213114919,3.657767008305337,1.6352851345389572,9.0,98.33476585486537,1.4571237927761571,934.5893416589822,264.22941033792927,21.85111629335226,1,0,0,1,0,0
2013-02-13,Vettel,21,Ferrari,Spa,2.46,0.4250316538280443,20.0,1,0,330.6,10.705447276851553,11,77.05447276851552,91.2751187330387,2.575078129825628,2.283495397363901,8.0,92.0967896621533,1.522873003305467,923.0130876373042,259.53463829655414,28.961643213606813,1,0,0,1,0,1
2023-02-19,Sainz,26,Williams,Melbourne,2.78,0.4517355419764701,2.0,0,18,315.4,11.805114734108113,7,73.05114734108112,98.0292331876136,3.3621868264644696,1.1223275349565576,9.0,74.84129541971114,1.3125384911412308,955.9526526375868,269.0901501155583,22.896726488128245,0,0,0,1,1,0
2018-02-03,Hamilton,27,Aston Martin,Singapore,2.881,0.4714656057557697,6.0,0,8,332.9,9.551230515475147,13,65.51230515475147,81.2617249384199,1.9054074581784897,5.1885271630623535,10.0,52.18975771478373,1.735728986385222,918.2589764092548,262.58797725722303,41.57758564688984,1,0,1,0,0,1
2013-09-08,Verstappen,33,Red Bull,Melbourne,2.658,0.4429342360860184,5.0,0,10,328.6,9.575648366413825,17,75.75648366413823,89.30226824933897,2.0276784010246,6.371126221632832,10.0,67.48646921924131,1.6884744971627976,951.5218156514068,244.12391144941049,35.58245317068895,0,0,0,1,0,0
2014-02-22,Perez,30,Williams,Spa,3.006,0.4570047175896556,4.0,0,12,322.1,10.18645615873614,8,61.86456158736138,85.90067831197703,3.015376597432388,8.40059407891658,10.0,58.68093455440387,1.843753885861193,943.5098858782472,273.8866584134529,28.27245062131623,1,0,1,0,0,1
2019-06-29,Perez,26,Ferrari,Spa,3.874,0.4657813264733559,20.0,1,0,338.6,6.758614140121736,8,67.58614140121736,83.57623977558077,2.706794824234058,4.5116348299010856,10.0,91.7631523568035,1.7451393708494336,908.9953864478013,279.48104455190503,21.588958757150596,0,1,0,1,0,1
2023-04-01,Norris,26,Williams,Abu Dhabi,3.04,0.4703094314184218,20.0,1,0,324.5,10.657964355590073,15,76.5796435559007,81.83925802201867,2.639110545311083,5.642489515517855,10.0,38.941500592245056,1.7310170051940017,939.5262415703362,270.8198728411444,27.77455804289156,0,1,0,0,0,1
2014-11-05,Norris,27,McLaren,Melbourne,3.218,0.4636836368534264,7.0,0,6,323.5,7.313475590596663,5,63.13475590596664,97.67046360989728,7.158450660590896,6.068785597034231,10.0,79.31130971404671,1.7245869162991008,986.0255198698686,267.99205474271974,28.12958305066868,1,0,0,1,1,0
2017-03-13,Bottas,13,Ferrari,Singapore,3.141,0.4939953119728764,20.0,1,0,349.9,4.715894041100597,4,52.15894041100597,84.6636752267198,1.0340572797257852,4.46687644644733,13.0,70.04932583537112,1.82905725406271,891.0637815234235,276.5033037848568,38.2401544584516,0,1,1,0,1,0
2014-07-06,Perez,18,Ferrari,Interlagos,2.986,0.4806758153471001,20.0,1,0,328.1,7.347589596619457,3,63.47589596619457,97.39625815329656,2.610628245905016,3.8927674733705695,10.0,38.6927535281618,1.6987178879642444,946.9845719691068,282.57144343235313,35.93893678388033,0,1,0,0,1,0
2014-04-03,Alonso,28,McLaren,Montreal,3.001,0.4554605474213368,4.0,0,12,332.0,10.725383763472406,18,82.25383763472406,85.52430876097125,8.911348949368005,9.72382077467288,9.0,86.65721291060274,1.794390319180657,983.1613371309572,261.3656735787029,42.18031856440817,0,0,0,1,1,0
2017-01-22,Sainz,20,Ferrari,Suzuka,3.189,0.4432593932440666,4.0,0,12,323.8,9.879748594926053,6,63.797485949260526,85.91685915834249,0.0796936934517944,7.993630725149129,9.0,62.29209117672772,1.787071034356695,929.3472529997337,281.1002167244744,31.80537312904873,1,0,1,0,1,0
