Date,Driver,Age,Team,Circuit,PitStopTime,ReactionTime,FinalPosition,DNF,Points,MaxSpeed,Overtakes,Experience,DriverSkill,CarPerformance,TrackFamiliarity,WeatherCondition,TyreCompound,EngineMode,QualifyingPosition,TyreWear,FuelConsumption,DownforceLevel,FinalRaceTime
2021-02-19,Norris,27,Ferrari,Singapore,2.588,0.4321405680904113,1.0,0,25,315.6,11.441420482852193,13,79.41420482852193,98.49406140279872,6.001840441235648,Dry,Soft,1.6638102905519627,7.0,81.9592236079589,1.357770913385214,958.1776234093064,257.0115033639958
2015-12-03,Perez,27,Red Bull,Abu Dhabi,2.607,0.4518050003455632,3.0,0,15,321.8,10.799761688324647,16,82.99761688324647,90.81400870077952,3.998142405293078,Mixed,Soft,5.028070039966302,9.0,87.30810581910185,1.6203275985316927,951.2237911002978,274.4701991645393
2020-11-24,Vettel,19,Mercedes,Singapore,3.124,0.4404155953315494,4.0,0,12,321.0,11.684489306956502,9,76.84489306956502,90.19300855130416,9.350045375132604,Dry,Hard,8.561582377607678,10.0,21.379005075113607,1.8128216854508568,936.1194758687492,272.31613072345596
2022-08-18,Ricciardo,31,Ferrari,Monaco,2.96,0.4288498231272408,3.0,0,15,346.3,9.432932723670644,12,84.32932723670642,95.48964428247145,2.682940368792006,Dry,Medium,2.5810701947759496,10.0,67.53575628509243,1.6133079750014756,897.2797741552325,266.24217731542217
2014-09-22,Vettel,22,Williams,Silverstone,2.616,0.3965364264960622,5.0,0,10,338.3,9.49228746885478,19,79.92287468854781,84.96046338219499,5.081406503661613,Mixed,Medium,5.179894842211337,9.0,45.47787482959788,1.6841625145181238,919.7293759122356,273.8616847096266
2011-06-29,Alonso,23,AlphaTauri,Abu Dhabi,3.598,0.4254536425574611,20.0,1,0,318.3,10.670354069493758,19,91.70354069493756,98.70055125816704,0.2772094759617882,Wet,Hard,4.093185332675089,7.0,24.20691418874613,1.6019861562474316,975.1248126676778,282.3697660472754
2016-12-06,Bottas,27,McLaren,Spa,2.783,0.4801343370241203,20.0,1,0,343.7,6.1095943297495925,2,61.09594329749593,92.5032904894724,2.1560855051004824,Wet,Soft,1.1747080422295109,10.0,69.72401882663823,1.4671976237084083,927.907672494394,265.12082644035206
2019-11-09,Sainz,30,Aston Martin,Abu Dhabi,2.972,0.4236496091761402,2.0,0,18,340.1,10.321111163564671,12,73.21111163564672,86.10154017505312,7.518495932642864,Mixed,Medium,7.302068592016575,8.0,67.17684437228962,1.744092387088336,903.766496219804,258.7975339521985
2016-06-22,Alonso,20,Alpine,Monaco,3.759,0.4970490020446042,20.0,1,0,342.3,9.4245855862877,1,54.245855862877,81.82968388653545,4.012997826316438,Wet,Medium,8.127787637556368,10.0,40.73626914094071,1.901334109832478,911.5188184651192,282.3376327637963
2010-12-06,Leclerc,36,Mercedes,Spa,3.187,0.4701931250145846,4.0,0,12,310.9,10.51442964346564,12,75.1442964346564,88.77004255701992,3.6089143123697474,Dry,Hard,7.452159853197411,8.0,29.01159938477501,1.6263019591252577,1008.201634739148,271.76931490767413
2011-01-08,Norris,23,Haas,Abu Dhabi,2.319,0.4520083238137833,5.0,0,10,319.9,7.951847733556117,7,69.51847733556117,85.69467397282578,5.474401721857834,Mixed,Hard,3.062723933763476,8.0,24.33345863160254,1.5682296837207677,964.8617387492246,273.4341981023083
2018-04-03,Norris,27,Mercedes,Montreal,3.277,0.4709313529045851,4.0,0,12,331.2,9.563331552953889,11,70.63331552953888,93.05086018404556,4.731133124185227,Dry,Medium,3.396024676567924,9.0,55.83784413696489,1.628572618985725,942.2078522223978,258.1690426951612
2020-01-01,Norris,24,Mercedes,Spa,3.476,0.4901476223211871,20.0,1,0,320.8,7.037823082774447,10,65.37823082774447,96.95254658664254,8.660806646763389,Wet,Soft,3.40535528846173,9.0,75.5408016827067,1.5658524362821336,987.1067832067914,276.07733122961855
2016-07-06,Verstappen,33,Ferrari,Abu Dhabi,2.476,0.4403420077226794,5.0,0,10,332.1,11.56599220684222,15,80.65992206842222,80.29079185480761,6.890281362690559,Mixed,Soft,7.343656728613824,11.0,88.23484584431623,1.8088016733818204,948.2483036673073,266.68050493820147
2018-11-01,Perez,29,Haas,Spa,3.821,0.4653331916789957,7.0,0,6,324.7,7.630782756205347,1,56.30782756205348,95.97041088550657,4.3508034770406585,Mixed,Medium,7.40170976881557,10.0,43.98901389844016,1.6889046452647527,927.0096669342022,275.4301804761439
2015-09-01,Verstappen,28,Alfa Romeo,Montreal,2.807,0.4545803111231041,20.0,1,0,321.5,7.657336890300985,9,61.57336890300985,89.89219213114919,3.657767008305337,Mixed,Soft,1.6352851345389572,9.0,98.33476585486537,1.4571237927761571,934.5893416589822,261.9695251219777
2013-02-13,Vettel,21,Ferrari,Spa,2.46,0.4250316538280443,20.0,1,0,330.6,10.705447276851553,11,77.05447276851552,91.2751187330387,2.575078129825628,Mixed,Soft,2.283495397363901,8.0,92.0967896621533,1.522873003305467,923.0130876373042,267.63696844952045
2023-02-19,Sainz,26,Williams,Melbourne,2.78,0.4517355419764701,2.0,0,18,315.4,11.805114734108113,7,73.05114734108112,98.0292331876136,3.3621868264644696,Dry,Soft,1.1223275349565576,9.0,74.84129541971114,1.3125384911412308,955.9526526375868,263.44499412740487
2018-02-03,Hamilton,27,Aston Martin,Singapore,2.881,0.4714656057557697,6.0,0,8,332.9,9.551230515475147,13,65.51230515475147,81.2617249384199,1.9054074581784897,Mixed,Medium,5.1885271630623535,10.0,52.18975771478373,1.735728986385222,918.2589764092548,269.6697129278773
2013-09-08,Verstappen,33,Red Bull,Melbourne,2.658,0.4429342360860184,5.0,0,10,328.6,9.575648366413825,17,75.75648366413823,89.30226824933897,2.0276784010246,Dry,Soft,6.371126221632832,10.0,67.48646921924131,1.6884744971627976,951.5218156514068,262.9181769350323
2014-02-22,Perez,30,Williams,Spa,3.006,0.4570047175896556,4.0,0,12,322.1,10.18645615873614,8,61.86456158736138,85.90067831197703,3.015376597432388,Mixed,Medium,8.40059407891658,10.0,58.68093455440387,1.843753885861193,943.5098858782472,271.38337637831546
2019-06-29,Perez,26,Ferrari,Spa,3.874,0.4657813264733559,20.0,1,0,338.6,6.758614140121736,8,67.58614140121736,83.57623977558077,2.706794824234058,Wet,Soft,4.5116348299010856,10.0,91.7631523568035,1.7451393708494336,908.9953864478013,278.6172803526181
2023-04-01,Norris,26,Williams,Abu Dhabi,3.04,0.4703094314184218,20.0,1,0,324.5,10.657964355590073,15,76.5796435559007,81.83925802201867,2.639110545311083,Wet,Hard,5.642489515517855,10.0,38.941500592245056,1.7310170051940017,939.5262415703362,275.0303742482381
2014-11-05,Norris,27,McLaren,Melbourne,3.218,0.4636836368534264,7.0,0,6,323.5,7.313475590596663,5,63.13475590596664,97.67046360989728,7.158450660590896,Mixed,Soft,6.068785597034231,10.0,79.31130971404671,1.7245869162991008,986.0255198698686,265.2348877353012
2017-03-13,Bottas,13,Ferrari,Singapore,3.141,0.4939953119728764,20.0,1,0,349.9,4.715894041100597,4,52.15894041100597,84.6636752267198,1.0340572797257852,Wet,Medium,4.46687644644733,13.0,70.04932583537112,1.82905725406271,891.0637815234235,279.71892220009136
2014-07-06,Perez,18,Ferrari,Interlagos,2.986,0.4806758153471001,20.0,1,0,328.1,7.347589596619457,3,63.47589596619457,97.39625815329656,2.610628245905016,Wet,Hard,3.8927674733705695,10.0,38.6927535281618,1.6987178879642444,946.9845719691068,280.3632202871745
2014-04-03,Alonso,28,McLaren,Montreal,3.001,0.4554605474213368,4.0,0,12,332.0,10.725383763472406,18,82.25383763472406,85.52430876097125,8.911348949368005,Dry,Soft,9.72382077467288,9.0,86.65721291060274,1.794390319180657,983.1613371309572,255.02954405725737
2017-01-22,Sainz,20,Ferrari,Suzuka,3.189,0.4432593932440666,4.0,0,12,323.8,9.879748594926053,6,63.797485949260526,85.91685915834249,0.0796936934517944,Mixed,Medium,7.993630725149129,9.0,62.29209117672772,1.787071034356695,929.3472529997337,265.87691737755034
2010-03-02,Ricciardo,30,McLaren,Monaco,3.03,0.4684149366190729,20.0,1,0,327.9,8.880225538706377,10,68.80225538706377,82.3489162311933,2.2747763827913725,Wet,Soft,3.639111573612289,8.0,77.18171219428858,1.6608046400117764,963.4490268341586,269.0482590393693
2010-07-13,Alonso,26,Red Bull,Melbourne,3.129,0.4785002270105059,20.0,1,0,325.1,8.8077476200594,2,63.077476200594,93.52009018837248,1.183333466378188,Wet,Soft,6.602937680011611,9.0,60.246649889891046,1.8307853064359847,958.1338371790624,269.66815872962553
2012-04-03,Sainz,29,Mercedes,Monaco,2.701,0.5244996929307983,20.0,1,0,310.6,6.190038228544168,1,41.90038228544168,86.9421461508175,8.38106897533422,Wet,Hard,1.5431160213104431,12.0,25.554408144783824,1.4138110646505837,963.1123141992548,288.1544574836119
2010-09-17,Alonso,23,Alfa Romeo,Montreal,3.453,0.4210662558305754,3.0,0,15,324.9,12.83075633268049,16,83.3075633268049,82.23680105331574,5.741596274109176,Dry,Hard,3.3076627953473707,9.0,53.45281790225332,1.5480421812680971,938.4406898508583,270.83640278771395
2013-12-06,Alonso,22,Aston Martin,Abu Dhabi,3.25,0.4266007360727405,5.0,0,10,325.9,9.175287577932112,14,81.75287577932112,93.09860457129555,6.449311248624362,Dry,Soft,8.890127842965736,8.0,78.9975096209765,1.7188392049089851,948.3270178128924,258.37918684889405
2022-02-22,Perez,24,Haas,Spa,2.195,0.3957651906824952,1.0,0,25,299.9,12.894865720677902,17,88.94865720677903,98.5791679540117,7.097608522595613,Mixed,Hard,8.846378482879622,6.0,27.78911816217906,1.6381714047378972,1018.1806738687412,260.1212293760981
2014-09-07,Hamilton,18,McLaren,Spa,3.054,0.4194388650388123,20.0,1,0,314.1,11.121097217794434,7,61.21097217794434,92.95559471914277,0.93884321313347,Wet,Hard,9.452121453596485,10.0,40.24540320704825,1.783809673871962,939.6047385883388,284.1794691321384
2012-04-17,Verstappen,30,Ferrari,Suzuka,2.378,0.4809933614950333,6.0,0,8,326.8,9.024066491594857,3,60.24066491594857,92.45657205076787,6.708758956890129,Mixed,Medium,5.645890547539228,10.0,49.48682359999318,1.6638103582743302,941.3140219953236,262.4799175695485
2020-04-20,Alonso,27,McLaren,Silverstone,3.33,0.5037908646742185,5.0,0,10,325.8,9.141028656078108,4,51.41028656078108,91.29017473613018,7.58369223983925,Mixed,Hard,9.991565393366496,10.0,20.65157259199294,1.817319449502048,928.3472524407474,274.0126752290668
